|Happy Diwali to all our fans celebrating the "festival of lights". #mufc| positive 0.195237
|Oh look, it's raining outside. I think I'll go on Facebook and update for all my friends that don't have a window of their own.| positive 0.194991
|Yes, Mr Cameron, one would love to attend your Halloween party. One'll be dressed as the Invisible Man. #happyhalloween| positive 0.191826
|The sun is out beautiful sunny breezy day in Brighton come &amp; put the wind up Paterson join march for Badgers http://t.co/RFsQa17D1P| positive 0.190819
|Fancy a TREAT? The video for #StoryOfMyLife is out on Sunday... http://t.co/mQ4eeu9xtX| positive 0.188563
|Shakira reaches 73+ million likes on Facebook // Shakira supera 73 millones #ShakiFans en FB http://t.co/PoGYiHUcfH http://t.co/3CaCJJaUsp| positive 0.186158
|Can't make it to our #TwilightMarathon in NYC? Watch at home, and follow along here for a chance to win Twilight prize packs all day.| positive 0.184777
|“I like the night. Without the dark, we'd never see the stars.” Twilight (Stephenie Meyer)| positive 0.182033
|Delighted to bring #NATOSummitUK to @TheCelticManor in Autumn 2014 and showcase all that Wales has to offer #Cymru2014| positive 0.179011
|Rumbo a Barcelona // Shakira wears her favourite combination of denim and leather as she jets out of LA #News http://t.co/D2YfUW2wV9| positive 0.177041
|shoutout to @KelseaMartin1 @PottsElle @rickdabon @Cloudy_Natalie @connorscandy_ for RTing my new video! Thanks everyone else as well! =]| positive 0.177033
|#Lebanon's generosity to #Syria's refugees should be matched by int’l support, says Tony Lake http://t.co/kU2QliHixG #childrenofsyria| positive 0.175067
|TY the pro instagrammer~ she tagged herself, Yuri n sunny http://t.co/xNWdJZG8BS| positive 0.171508
|Sunrise in Beijing on an unusually sunny and clear day after two foggy/smoggy days http://t.co/7Nms6UuRYr| positive 0.171167
|Defiantly my favorite scene from Carrie. The calm before the storm. @chloegmoretz http://t.co/IyvBGDboeo| positive 0.170447
|Shakira will share an exclusive announcement LiveStream Event Nov. 8 @ 1PM EST +info http://t.co/OSMH7N52eW #MySmile http://t.co/XB842ah1iw| positive 0.169415
|Close to 3.3 million people are getting food aid in Syria – a record for @WFP operations – but many remain cut off http://t.co/Xa6rWQvZzL| positive 0.169059
|Thanks to #rocgirl @Shakira &amp; hubby @3gerardpique for inviting me to the game today. Love seeing my Roc family in Europe!| positive 0.166958
|Ya Allah! Protect the people of Syria!!  Ya Allah! Protect the people of Egypt!!  Ya Allah! Protect the people of Palestine!!| positive 0.165139
|World collide as... Happy Hindu Halloween! http://t.co/uX2QqAizlF| positive 0.164152
|Don’t forget to wind your watch back and enjoy that extra hour of sleep tonight!| positive 0.163136
|Great piece by @AlyssaRosenberg comparing 12 Years to The Help and Django: http://t.co/XeQBWjXBqA| positive 0.162824
|🎶He is jealous for me Loves like a hurricane, I am a tree  ending beneath the weight of His wind and mercy...oh how He loves us ohhh🎶| positive 0.159691
|Families welcoming the released Palestinian political prisoners last night in occupied #Palestine GLORY FOR PRISONERS http://t.co/Vm4ZN1ESKj| positive 0.15734
|The best thing about goldfish having a six-second memory is the novelty of food raining down from above never wears off.| positive 0.157136
|It is raining in Korea (: I love walking in the rain and the rain itself! Boyfriend's songs are keeping me company! (: &lt;3 #BoyfriendASC| positive 0.156817
|Our beautiful new global face of #Guess is taking the world by storm...  http://t.co/8wjNWRQ67H| positive 0.154665
|George Takei once called for peace between Star Wars and Star Trek fans to unite against Twilight fans.| positive 0.154249
|I WANT TO BUILD PILLOW FORTS WITH A BAND MEMBER AND WATCH FUNNY MOVIES ALL DAY WITH THEM BC ITS RAINING OUTSIDE| positive 0.153526
|We love Renesmee’s name! What would your kid’s name be if it was a combination of your parents’? #TwilightForever http://t.co/xBaIUqCzDZ| positive 0.153517
|May Allah help Our Ummah| positive 0.153401
|German politicians from left &amp; right want asylum for Snowden. "Snowden is a hero not a traitor," says SPD pol. http://t.co/qFwagDX47G| positive 0.152759
|It's the perfect storm tonight. World Series celebration, halloween and the #AokifyAmerica show at house of blues. All in BOSTON!!!!!| positive 0.148936
|We got perfect weather this weekend for #HARD DOTD!!! Clear &amp; sunny! But bring a light jacket or a hoodie because it'll get cold at night.| positive 0.147208
|Happy Diwali to everyone celebrating today!| positive 0.142869
|Rep. Olson holds up iPad with http://t.co/6nVcwU19CR on it, tells Sibelius "The exchange has been down during your entire testimony."| positive 0.142748
|An astounding start at the Britannia Stadium - Asmir Begovic's clearance was caught up in the wind and bounced over Artur Boruc. #STKSOU| positive 0.142341
|EXO Wins MTV EMAs Best Korea Act, Battles Justin Bieber and One Direction Fans for Worldwide Act http://t.co/qwMoGC6T7P| positive 0.140201
|It's a mild and mostly cloudy Halloween Afternoon. Going up to the 64-67 range. Could see a quick sprinkle through 1pm. Otherwise dry.| negative 0.139713
|Families welcoming the released Palestinian political prisoners last night in occupied #Palestine GLORY FOR PRISONERS http://t.co/Vm4ZN1ESKj| positive 0.13965
|#1DTuesdayTest: What do you get if you take some marshmallows + a few t shirts  + a machine + One Direction + One Direction fans? 1DHQ x| positive 0.139607
|iPad Airs start arriving at Apple Stores and resellers as supply expected to be plentiful http://t.co/FC4pc2tazG| positive 0.138681
|Good morning! Dense fog advisory with some early showers, then cloudy, dry. High: 49. Trick or Treat temp about 45. http://t.co/u9091GtJfG| negative 0.138587
|Sometimes it would stop raining long enough for the stars to come out... and then it was nice.| positive 0.134852
|Mourinho and Ozil. Better love story than Twilight :') http://t.co/YlmRXchWUN| positive 0.132277
|Calm before the storm. http://t.co/c5pMx83xlr| positive 0.130836
|Begovic scores after his long clearance was caught by the wind and bounced over Boruc! http://t.co/zfDy0UGRCq #SkyFootball| positive 0.130749
|How is twilight like soccer? They run around for 2 hours, nobody scores, and 2 million fans insist you just don't understand.| negative 0.129093
|Why is it getting cloudy? Ha! The weather needs to behave. This eclipse must be Instagrammed.| positive 0.12501
|It's like the clam before the storm on campus right now.| positive 0.12443
|Other NSA whistleblowers are coming forward inspired by #Snowden story http://t.co/Suq6pQ5yI5 make it even more: http://t.co/c3QEeVTE8y| positive 0.124323
|Superb shoot wid govinda n sunny paji..nw straight to airport.Tonight performing in banglore..sara din soyunga.ppl pls dnt u dare to dstrb| positive 0.122337
|Writing 'Free Palestine' on a public washroom's door will not free Palestine, nor will it help Palestine in any way.| positive 0.121764
|And it's raining again. Now let's just hope nowhere in Sinkapore floods.| negative 0.120794
|"I love One Direction" Well I love McDonalds but you don't see me making an account pretending to be a chicken nugget, do you?| negative 0.120578
|Everyone please RT we want the boys to win and the awards are very very soon so RT  #EMABiggestFans One Direction http://t.co/eqQvaGWstv| positive 0.118869
|Free flip wallet with every purchase of the Samsung GALAXY Note 3 at CEE 2013. http://t.co/53ste519bA http://t.co/S318JJ3BoE| positive 0.11788
|People have died watching Passion of the Christ, Black Swan, Avatar, and Twilight. http://t.co/uy3EaCELNv| negative 0.116655
|Roundup: The first hands-on reviews are full of praise for Apple’s iPad Air http://t.co/XsqwByxJeH by @kaylenehong| positive 0.110353
|Sunny and unseasonably mild in DC. Pres Obama playing a round of golf today. His 150th as president.| positive 0.109202
|Family @NBCTheVoice with @shakira and @Usher back in 2014. Are you excited? #TeamShakira #TheVoice http://t.co/Ak5mufp9od| positive 0.10832
|Keep steaming my voice.. blooming weathers giving me a cold ... Make it sunny make it snow.. just make ya mind up x| positive 0.107235
|#TarantinoXX picked up @THR 2013 Key Art Awards for Best Box Set Packaging &amp; Best Trailer! http://t.co/7D2g5qdj48 http://t.co/uCRUH4zGEy| positive 0.105817
|When you wake up to go hunting and it's raining &lt;| positive 0.105315
|Der Spiegel devotes its entire issue this week to Germans arguing in favor of asylum for Edward Snowden  http://t.co/tzZxIgrWVX| positive 0.103185
|FULL TIME Man City 7-0 Norwich. Skipper Yaya Toure is among the scorers as City storm to a biggest-ever #BPL victory http://t.co/LoqpyWjxeb| positive 0.101819
|Butler looks like Jaime Foxx's stunt double in Django Unchained.| positive 0.101011
|The calm before the storm @TheQArena...RT if you're ready to pack the house for #CavsOpeningNight in &gt; than 2 hours! http://t.co/7ZfXneJ1x8| positive 0.098978
|RT @shakira Celebrating 10 years with @UNICEF. Feeling grateful for all I've learned &amp; looking forward to doing more http://t.co/NQibwEVJdY| positive 0.0970305
|9 year olds have a Blackberry, an iPad, a laptop, &amp; a Facebook... When I was 9, I felt cool with my new markers.| positive 0.0968375
|Loved watching @TheXFactor this week!! Gutted we never did this our year!! I would have challenged @RoughCopyUK with earth, wind &amp; fine haha| positive 0.0967545
|iPad Air Sales May Top 3 Million This Weekend http://t.co/BKD9e5Lp6q| positive 0.0911855
|Der Spiegel's cover: "Asylum for Snowden!" with opinions from leaders across German society: http://t.co/TKBzxXyFf8 http://t.co/14oi8HF2tk| positive 0.090799
|She had a need to feel the thunder, chase the lightnin from the sky watch a storm with all its wonder ragin in her lovers eyes #GarthBrooks| positive 0.087591
|**Palestine and the Public Intellectual: Honoring Edward Said**. We invite you to watch the event on live-stream right now, here:...| positive 0.0867355
|One hour to go in our #ScaryNightIn #prizedraw. Guess which film “I see dead people” is from &amp; you may #win a Samsung Galaxy Tab III| positive 0.08528
|We show you what’s new in desktop operating systems -- Windows 8.1 and OS X 10.9 Mavericks on #TechRap: http://t.co/XXe6NJFzXr| positive 0.0848445
|What's your favorite movie blood spray? Raimi? Tarantino? Miike? Tell us in the comments! http://t.co/Ojk2IaA3IL #AngryNerd| positive 0.084115
|You lose appreciation for the sun when it's sunny everyday.| positive 0.083416
|My nephew Cameron... Better player then I was http://t.co/v6vjXdro5b| positive 0.0809115
|Flavor Flav wearing an iPad around his neck with the Clock app open.| positive 0.0798325
|Win a fantastic gadget bundle, including Samsung Galaxy S4 and Samsung Galaxy Note 8.0. http://t.co/wYxmyB43KS #competition Please RT| positive 0.079544
|Begvic's long clearance downfield was caught by the wind and bounced over the head of Boruc who was off his line| negative 0.079387
|Join us Nov. 4 at 6pm at the #TwilightForever Fan Experience in NYC. First come, first served. http://t.co/7WTG0FUDWb http://t.co/4Nkpt5I4qe| positive 0.074958
|Tanya thinks the MP pay rise should be blocked. RT if you agree with her http://t.co/EUVLyJI6C4 http://t.co/roNT5m8hwE| negative 0.0736565
|We all dream of leaving but wind up in the end, spending all our time trying to get back home again...x| negative 0.0736225
|Win a fantastic gadget bundle, including Samsung Galaxy S4 and Samsung Galaxy Note 8.0. http://t.co/wYxmyB43KS #competition Please RT| positive 0.0727115
|So the first time TV cameras are in an English appeal court, and one of the QCs is the PM's brother, Alexander Cameron| positive 0.0721705
|I want Palestine back without one single olive missing...  #Palestine #FreePalestine ~~&gt; http://t.co/3rraWtPbC7| positive 0.065041
|Great multi-media, interactive guide from the Guardian about what NSA stories mean for you http://t.co/7LHZwtGiYH| positive 0.0624445
|Hey there Delilah what’s it like up in Rack City, I see tens and tens of twenties raining down upon your titties yes I do, oh it’s true.| positive 0.061895
|Only 70 Followers to go for one of you lucky lot to win a Bluray collection of Django Unchained, Evil Dead and Skyfall! #RTtoWin| positive 0.058661
|David Cameron's brother is defending Rebekah Brooks. If this case was any more incestuous, it would have webbed toes #hacking| positive 0.058238
|Be a part of the celebration at the Twilight Marathon in NYC on Nov 3! Follow along from home with #TwilightMarathon! http://t.co/mZfpHXAYAC| positive 0.0578025
|Raining here in Boston now, but it's supposed to be all good (and cold) for tonight. http://t.co/gLCpipCxEh| positive 0.0573195
|Was brought up up to see good in everyone but after reading this I struggle to see good in David Cameron. ...   http://t.co/ZGQSChG9yQ| negative 0.0565405
|Don't forget to share your Twilight memories and pictures today with #TwilightMarathon. Our all day celebration starts at 9:30 EST today.| positive 0.0559455
|When camping, use "joke candles" (the ones that can't get blown out) to light fires. This way, the wind won't affect the flame.| positive 0.0555205
|EXCLUSIVE: We have a never before seen @Twilight clip with Taylor Lautner &amp; Robert Pattinson! Watch: http://t.co/lObrRo4ZoM #TwilightForever| positive 0.054832
|The top baby names of 2009 were also the names of the main characters in Twilight.| positive 0.051784
Quentin Tarantino: "Ok. I'd love to."| positive 0.050768
|10 young players that have made the biggest impact in the 1st half the season (via @NFL_ATL): http://t.co/vWSxGCL3r9| positive 0.0490601
|Goodnight and God bless each and everyone of you! I'm praying for you all! May God give you the strength and wisdom to conquer your storm!| positive 0.04772
|The Guardian goes all out — all in — on explaining why the Snowden revelations matter to readers. http://t.co/hQjwfwfu0f THAT is commitment.| positive 0.0412632
|Trade up to the iPad Air. Get up to a $350 gift card when you trade in your working iPad. http://t.co/Iv4WTkoEcH| positive 0.0406775
|It's quite the gang - the top ten most influential people on Twitter are me, David Cameron and One Direction: http://t.co/JqqXRvMbu6| positive 0.0390479
|Jewish National Fund yearns for the destruction of Palestine with map showing entire country as "Israel" http://t.co/ixMi2bVXJ4| positive 0.036834
|**Palestine and the Public Intellectual: Honoring Edward Said**...in conversation withJudith Butler: http://t.co/c8oG4ZyXBi| positive 0.0361304
|She had a need to feel the thunder, chase the lightnin from the sky watch a storm with all its wonder ragin in her lovers eyes #GarthBrooks| positive 0.0352735
|Harry Styles denies rumours he's leaving One Direction. WELL DUH. http://t.co/UPZ6DfQl11| negative 0.0347383
|Who's smiling in #Boston this AM?! Scattered trick or treating showers tonight, Fri washout, cloudy Sat parade. http://t.co/i4yqtWCX9q| positive 0.0347379
|One day it started raining, and it didn't quit for four months.| positive 0.0318462
|Going out for Halloween? You'll need your hat to stay dry but at least your broomstick will have a good tail-wind! CK http://t.co/0YVBBC6vlM| positive 0.0288705
|Get a FREE #Samsung Galaxy Tab 3 w/ purchase of S 4 or Note 3. Each req's 2-yr agmt. Fees apply. Offer req's @ http://t.co/0h1VNy3HuI| positive 0.0253418
|Energy bills went down by £100 when @Ed_Miliband was Energy Secretary. They've gone up by £300 since David Cameron became Prime Minister.| negative 0.0247387
|No politician would dare get rid of our NHS in one go. That is why Cameron is removing it gradually, banking on you being too daft to notice| negative 0.0246685
|One Direction are officially more influential than the Prime Minister. Soz David Cameron. http://t.co/FjlvoATCDm| positive 0.0246367
|Shakira backstage @Crest commercial.  Nov. 8 LiveStream interview - Event will be a dinner with journalists http://t.co/vQukoEERTr| positive 0.0243669
|"Cameron’s going to add ~ £700 billion to national debt in 5 years. More than Blair &amp; Brown added in 13 years" - MoneyWeek| negative 0.0231353
|RT if you AGREE: “Anyone w/ an old fashioned pen &amp; pad, laptop or ipad can be a journalist” – @MichelleMalkin http://t.co/CbYdZlWs6Z #Iam1A| positive 0.0213977
|#Balfour Declaration 96th anniversary is today. 
It's the first document which gave the #Zionist Lobby our #Palestine http://t.co/0FTNolXw9S| positive 0.0207483
|When camping, use "joke candles" (the ones that can't get blown out) to light fires. This way, the wind won't affect the flame.| positive 0.0129032
|Guys... Lethal Weapon 6 on Sunny Wednesday night. Okay? Lethal Weapon 6.| positive 0.0109373
|Hey there Delilah what’s it like up in Rack City, I see tens and tens of twenties raining down upon your titties yes I do, oh it’s true.| positive 0.00961295
|In Barcelona for @FCBarcelona @realmadrid game with @Shakira! Watching @3gerardpique play. #rocnation #lafamilia| positive 0.00697465
|Raining like mad. Hopefully shah alan stadium would not turn into a public pool| negative 0.0060755
|Can someone point out to David Cameron that #nt50 is still trending the morning after.  Yes Prime Minister. Britain DOES care about the Arts| negative 0.00346084
|When I was young, and it was raining, I used to watch two drops of water roll down the window and pretend they were racing.| positive 0.00293177
|The worst performing Harry Potter film made $90 million USD more than the best Twilight movie| positive 0.0021511
|Today in 2006: @Shakira was the big winner of the night at the @LatinGRAMMYs! http://t.co/iNsjmHYFyX| positive 0.00211956
|On this early morning with Kwangoo it is raining..so if you're on public transportation be safe..we are too???!!!| negative 0.00198415
|Google: Samsung Galaxy Nexus won't get updated to Android 4.4 KitKat http://t.co/NYHdcz5Nqm| negative 0.00119412
|Lenticular clouds over wind turbines in Palm Springs, USA #EarthPics http://t.co/5oy6ZAzmkY| negative 0.000176274
|State Of the Art: IPad Air Is Lighter, Thinner and Faster http://t.co/NjVd3dWS5O| positive 0.000153515
|"Its raining. U cant go swimming" Things my parents used 2 say that I never understood| negative 1.11679e-05
|This Diwali people are not playing cards with money but with ONIONS. “Ye mere 2 Pyaaz ka blind” “Ye 4 Pyaaz Ki Chaal” “Mere Pyaaz Khatam!:)| positive -0.00128435
|The rumored Samsung Galaxy Note 12.2 could prove to be not only massive in size, but blazingly powerful as well http://t.co/uXTHQ1CqT0| positive -0.00199927
|A photo outside of Justin's hotel last night. It was raining, but Beliebers were out in force! http://t.co/eaKziPg2O9| positive -0.00729185
|Cameron's weasel words: We're "reconfiguring" your A&amp;Es not "closing" them. We're "reorganising" your NHS not "dismantling" it...| negative -0.00996805
|Shakira signed with Sony Records and recorded her first single when she was just 13 years old.| positive -0.01702
|Apple has slashed the iPad's weight by 28%, made it 20% thinner and 9% narrower. http://t.co/uDpkcKaBVK| positive -0.0230885
|Where's her justice? 4 year old Shakira permanently disfigured by Obama's terror drone #dronesBriefing http://t.co/zBwsw7zFyZ| negative -0.024376
|Be the light in the dark, be the calm in the storm and be at peace while at war.| positive -0.0257431
|Israel 'furious' with White House for leak on Syria strike... http://t.co/7apT7kNti3| negative -0.0270173
|Before you eat your next meal think of the Palestine prisoners especially the ones on hunger strike. Pray for them. #Justice4Hammad| negative -0.0271202
|Huge lost in the surfing world today RIP Buttons you truly brought the stoke to everyone you touched… http://t.co/KWfHJ5d9ZQ| negative -0.0282878
|Take a shot for every girl you see in a cat or bunny costume, you'll be blackout drunk in 30 seconds| negative -0.0296621
|No matter how dark or cloudy your sky may seem to be, know that God stands above the skies and holds ALL in His hands.| positive -0.0370449
|German Parliament member Hans-Christian Ströbele: it's time "to stop treating Mr. Snowden as a criminal"  http://t.co/FcDzazDJI9| positive -0.0378474
|These are 100.000 Jews protesting against the state of Israel, these are the real Jews. |||| via @CampRauw @AnassRoyale http://t.co/IKaQvRjGNw| negative -0.0403624
|Rebels conduct new chemical weapons attack in Syria near Turkish border - report http://t.co/bnDu7mbxCz| negative -0.0419457
|Closing A&amp;Es saves lives, says Cameron. He'll be claiming he's reducing the deficit next http://t.co/SydvRDoOlw| negative -0.0438449
|Here's why Labour have asked for @grantshapps to be sacked, and an investigation into possible fraud http://t.co/sykX82gKbk| negative -0.0492623
|Difficulties come into our lives to develop us. Every storm is a school. Every trial is a teacher. Every experience is an education.| negative -0.049424
|Watch out for the peace ( silent treatment ) right before the storm ( the argument) when dealing with #Pisces| negative -0.0572985
|More NSA Leakers Followed Snowden’s Footsteps, Whistleblower Lawyer Says  #Correct http://t.co/qLglzfCMC9| negative -0.062238
|"Apocalyptic, defining" crisis in Syria as country "dissolves before our eyes", ex-UK Foreign Secretary David Miliband tells #marrshow| negative -0.064698
|Syria's declared equipment for producing, mixing and filling chemical weapons has been entirely destroyed - OPCW http://t.co/Gce7GzFLDY| positive -0.06538
|Closing A&amp;Es saves lives, says Cameron. He'll be saying he's paying off the deficit next http://t.co/SydvRDoOlw| negative -0.0658455
|Syria’s Assad: No peace until foreigners stop arming rebels || http://t.co/Ov434VXBe1 (via @TIMEWorld)| negative -0.066029
|Dead ringer. RT @Sophrosyne_1: My friend's son appears to own David Cameron in train form! http://t.co/TygcBiyA9P| negative -0.0680085
|Quentin Tarantino admits to being a shoplifter as a teenager.| negative -0.0709045
|Aaron Ramsey: "Liverpool are in fine form, but we weathered the storm and managed to get ourselves in front and finish the job off." #ARSLIV| negative -0.0752805
